Province/Regency/City,Year,Population,Luas wilayah (km2)[2],Gini,HDI,GDP
PIDIE JAYA,2020,158397.0,939.0,0.227,73.2,3500366.23
BANDA ACEH,2020,252899.0,56.77,0.303,,
SABANG,2020,41197.0,122.06,0.271,,
LANGSA,2020,185971.0,224.24,0.356,,
LHOKSEUMAWE,2020,188713.0,132.97,0.307,,
SUBULUSSALAM,2020,90751.0,1183.6,0.344,,
SUMATERA UTARA,2020,14703532.0,72460.76,0.316,71.77,
NIAS,2020,143983.0,902.4,0.251,61.93,4040917.36
MANDAILING NATAL,2020,451028.0,6547.26,0.248,66.79,13843000.34
TAPANULI SELATAN,2020,283389.0,4201.04,0.202,70.12,14642157.51
TAPANULI TENGAH,2020,382917.0,2307.68,0.335,69.23,10138833.43
TAPANULI UTARA,2020,303688.0,3895.6,0.287,73.47,8274433.62
TOBA SAMOSIR / TOBA,2020,184493.0,2291.62,0.29,75.16,
LABUHAN BATU,2020,501596.0,2772.38,0.272,72.01,34653178.75
ASAHAN,2020,735026.0,3737.83,0.261,70.29,38691821.26
SIMALUNGUN,2020,871678.0,4601.48,0.295,73.25,39441345.33
DAIRI,2020,285481.0,2083.6,0.271,71.57,9317911.39
KARO,2020,421997.0,2206.88,0.271,74.43,20974574.01
DELI SERDANG,2020,2234320.0,2581.23,0.312,75.44,110145244.5
LANGKAT,2020,1048100.0,6140.04,0.238,71.0,43207997.58
NIAS SELATAN,2020,32252.0,2531.7,0.287,61.89,7164267.29
HUMBANG HASUNDUTAN,2020,191776.0,2351.51,0.246,68.87,6123455.25
PAKPAK BHARAT,2020,49688.0,1365.61,0.248,67.59,1211352.02
SAMOSIR,2020,12671.0,1850.04,0.318,70.63,4542852.48
SERDANG BEDAGAI,2020,617772.0,1949.18,0.262,70.24,28602456.24
BATU BARA,2020,420103.0,888.14,0.259,68.36,34987641.76
PADANG LAWAS UTARA,2020,277423.0,3945.56,0.228,69.85,12189675.24
PADANG LAWAS,2020,286627.0,3914.41,0.265,68.25,11997101.2
LABUHAN BATU SELATAN,2020,344819.0,3079.61,0.194,71.4,28198968.3
LABUHAN BATU UTARA,2020,366603.0,3686.01,0.262,71.61,25191244.23
NIAS UTARA,2020,138800.0,1238.06,0.251,62.36,3710035.91
NIAS BARAT,2020,82425.0,464.22,0.234,61.51,1922535.21
KOTA SIBOLGA,2020,87791.0,11.47,0.291,73.63,5605466.51
KOTA TANJUNG BALAI,2020,177005.0,60.07,0.272,68.65,9180538.15
KOTA PEMATANG SIANTAR,2020,25711.0,75.92,0.336,78.75,13920089.77
KOTA TEBING TINGGI,2020,166100.0,39.17,0.334,75.17,6049163.1
KOTA MEDAN,2020,2295003.0,279.29,0.32,80.98,242198241.7
KOTA BINJAI,2020,279302.0,93.77,0.324,75.89,11769065.12
KOTA PADANGSIDIMPUAN,2020,224483.0,159.3,0.354,75.22,6478662.9
KOTA GUNUNGSITOLI,2020,143776.0,208.68,0.322,69.31,5776114.88
SUMATERA BARAT,2020,5534472.0,42119.59,0.305,72.38,
KEPULAUAN MENTAWAI,2020,87623.0,5983.22,0.273,61.09,4647099.18
PESISIR SELATAN,2020,504418.0,6045.65,0.264,69.9,14095977.62
SOLOK,2020,391497.0,3590.4,0.277,69.08,13581968.58
SIJUNJUNG,2020,235045.0,3150.58,0.269,67.74,9136559.73
TANAH DATAR,2020,371704.0,1377.19,0.273,72.33,13023107.59
PADANG PARIAMAN,2020,430626.0,1342.27,0.257,70.61,17934814.6
AGAM,2020,529138.0,2226.27,0.278,72.46,20376570.25
LIMA PULUH KOTA,2020,383525.0,3273.41,0.222,69.47,15541500.82
PASAMAN,2020,299851.0,3902.44,0.31,66.64,8969724.02
SOLOK SELATAN,2020,182027.0,3282.14,0.307,69.04,5530553.59
DHARMASRAYA,2020,228591.0,2920.93,0.28,71.51,10243274.28
PASAMAN BARAT,2020,431672.0,3852.99,0.258,68.49,15253000.84
KOTA PADANG,2020,909040.0,694.38,0.312,82.82,62181006.08
KOTA SOLOK,2020,73438.0,58.72,0.286,78.29,4041639.82
KOTA SAWAH LUNTO,2020,65138.0,231.95,0.3,72.64,3656590.97
KOTA PADANG PANJANG,2020,56311.0,23.56,0.394,77.93,3473230.92
KOTA BUKITTINGGI,2020,121028.0,24.17,0.265,80.58,8627533.47
KOTA PAYAKUMBUH,2020,139576.0,74.55,0.325,78.9,6827094.79
KOTA PARIAMAN,2020,94224.0,64.77,0.31,76.9,4994093.59
RIAU,2020,6394087.0,89935.89,329.0,72.71,
KUANTAN SINGINGI,2020,334943.0,5457.86,291.0,70.31,33683570.47
INDRAGIRI HULU,2020,444548.0,7871.85,276.0,69.83,42449699.95
INDRAGIRI HILIR,2020,654909.0,13521.26,310.0,66.54,65043511.86
PELALAWAN,2020,390046.0,13262.11,325.0,71.56,50681062.93
SIAK,2020,45794.0,7805.54,279.0,73.68,77007218.27
KAMPAR,2020,841332.0,10352.8,306.0,72.83,73001798.29
ROKAN HULU,2020,561385.0,7658.15,314.0,69.38,36087003.01
BENGKALIS,2020,565569.0,8616.36,280.0,73.46,114583994.7
ROKAN HILIR,2020,637161.0,9068.46,281.0,69.15,67892362.7
KEPULAUAN MERANTI,2020,206116.0,3623.56,271.0,65.5,18066187.19
KOTA PEKANBARU,2020,983356.0,638.33,345.0,81.32,115486901.4
KOTA DUMAI,2020,316782.0,2059.61,360.0,74.4,36313730.07
JAMBI,2020,3548200.0,49026.59,320.0,71.29,
KERINCI,2020,250300.0,3445.2,0.28,71.21,10460271.15
MERANGIN,2020,354100.0,7540.12,320.0,69.19,15670880.89
SAROLANGUN,2020,290100.0,5935.89,0.31,69.86,14429424.24
BATANG HARI,2020,301700.0,5387.52,320.0,69.84,16392804.31
MUARO JAMBI,2020,402000.0,5225.8,0.28,69.18,24382388.38
TANJUNG JABUNG TIMUR,2020,229800.0,4546.62,0.25,64.43,19563266.92
TANJUNG JABUNG BARAT,2020,317500.0,5546.06,0.28,67.54,37133854.04
TEBO,2020,337700.0,6103.74,0.3,69.14,14737984.32
BUNGO,2020,362400.0,4760.83,0.31,69.92,17305753.26
KOTA JAMBI,2020,606200.0,169.89,0.34,78.37,29465149.83
KOTA SUNGAI PENUH,2020,96600.0,364.92,0.31,75.42,7562248.32
SUMATERA SELATAN,2020,8467432.0,86771.7,0.339,70.01,
OGAN KOMERING ULU,2020,367603.0,3774.5,0.33,69.32,14815089.63
OGAN KOMERING ILIR,2020,769348.0,17071.33,0.302,66.82,29291965.54
MUARA ENIM,2020,6129.0,6763.91,0.327,68.74,57493553.19
LAHAT,2020,430071.0,4333.07,0.327,67.44,17230571.29
MUSI RAWAS,2020,39557.0,6122.59,0.262,66.79,19237351.36
MUSI BANYUASIN,2020,622206.0,14550.79,0.321,67.69,65943884.71
BANYU ASIN,2020,836914.0,12262.76,0.323,66.74,29100611.08
OGAN KOMERING ULU SELATAN,2020,408981.0,4369.25,0.271,65.3,8971730.78
OGAN KOMERING ULU TIMUR,2020,649853.0,3412.72,0.289,69.28,15282540.5
OGAN ILIR,2020,416549.0,2302.86,0.316,67.06,11328476.71
EMPAT LAWANG,2020,333622.0,2234.1,0.38,65.25,5084151.68
PENUKAL ABAB LEMATANG ILIR,2020,194900.0,1842.56,0.332,64.7,7129729.96
MUSI RAWAS UTARA,2020,188861.0,5937.8,0.287,64.49,7194147.71
KOTA PALEMBANG,2020,1668848.0,352.51,0.347,78.33,155203911.8
KOTA PRABUMULIH,2020,193196.0,447.31,0.372,74.55,7867323.17
KOTA PAGAR ALAM,2020,143844.0,625.91,0.343,68.31,2830353.47
KOTA LUBUKLINGGAU,2020,234166.0,367.73,0.34,74.78,6717981.52
BENGKULU,2020,2010670.0,20128.35,0.334,71.4,
BENGKULU SELATAN,2020,166250.0,1219.22,0.31,70.63,5819775.1
REJANG LEBONG,2020,276650.0,1559.42,0.29,70.44,9537298.77
BENGKULU UTARA,2020,296520.0,4481.99,0.28,68.82,8416315.32
KAUR,2020,126550.0,2608.56,0.32,66.99,3612336.74
SELUMA,2020,207880.0,2432.16,0.29,66.89,4730445.4
MUKOMUKO,2020,190500.0,4138.68,0.25,68.45,5266948.73
LEBONG,2020,106290.0,1666.62,0.28,67.01,3400862.2
KEPAHIANG,2020,149740.0,738.97,0.31,68.17,4409812.3
BENGKULU TENGAH,2020,116710.0,1132.38,0.26,67.61,4672104.07
KOTA BENGKULU,2020,373590.0,150.35,0.37,80.36,23498494.85
LAMPUNG,2020,9007848.0,33570.25,0.327,69.69,
LAMPUNG BARAT,2020,302139.0,2107.99,0.295,67.8,7131893.53
TANGGAMUS,2020,640275.0,2947.59,0.293,66.42,15467655.86
LAMPUNG SELATAN,2020,1064301.0,2227.38,0.299,68.36,44293004.62
LAMPUNG TIMUR,2020,1110340.0,3860.92,0.315,69.37,40673064.7
LAMPUNG TENGAH,2020,1460045.0,4559.57,0.304,70.16,71070419.6
LAMPUNG UTARA,2020,633099.0,2669.3,0.301,67.67,23765918.96
WAY KANAN,2020,473575.0,3522.11,0.311,67.44,13985521.71
TULANGBAWANG,2020,430021.0,3116.06,0.279,68.52,23082157.34
PESAWARAN,2020,477468.0,1288.08,0.288,65.79,16211738.92
PRINGSEWU,2020,405466.0,617.19,0.31,70.3,11166162.52
MESUJI,2020,227518.0,2200.41,0.308,63.63,10390753.81
TULANG BAWANG BARAT,2020,286162.0,1257.09,0.272,65.97,11420341.01
PESISIR BARAT,2020,162697.0,2939.6,0.281,63.91,4677542.69
KOTA BANDAR LAMPUNG,2020,1166066.0,183.75,0.359,77.44,58869436.72
KOTA METRO,2020,168676.0,73.21,0.299,77.19,6289542.94
KEP BANGKA BELITUNG,2020,1455678.0,16690.13,,,
BANGKA,2020,326265.0,3016.85,0.262,72.4,13932937.7
BELITUNG,2020,182079.0,2270.71,0.262,72.51,9826820.91
BANGKA BARAT,2020,204612.0,2851.41,0.262,69.08,13414979.73
BANGKA TENGAH,2020,198946.0,2259.98,0.262,70.45,8447020.56
BANGKA SELATAN,2020,198189.0,3598.24,0.262,66.9,8679074.82
BELITUNG TIMUR,2020,127018.0,2588.4,0.262,70.92,7833738.65
KOTA PANGKAL PINANG,2020,218569.0,104.54,0.262,78.22,13454648.74
KEPULAUAN RIAU,2020,2064564.0,8269.71,0.334,75.59,
KARIMUN,2020,253457.0,930.45,0.315,71.44,13310630.17
BINTAN,2020,159518.0,1317.15,0.305,74.13,20743697.61
NATUNA,2020,81495.0,1999.16,0.337,72.72,18405913.23
LINGGA,2020,98633.0,2210.82,0.281,65.29,4292433.34
KEPULAUAN ANAMBAS,2020,47402.0,627.03,0.296,68.8,14453581.75
KOTA BATAM,2020,1196396.0,1034.73,0.323,81.11,161364182.3
KOTA TANJUNG PINANG,2020,227663.0,150.37,0.345,78.91,19665012.39
DKI JAKARTA,2020,10562088.0,664.01,0.399,80.77,
KEP SERIBU,2020,27749.0,10.18,,,
KOTA JAKARTA SELATAN,2020,2226812.0,154.32,0.427,84.72,643561851.9
KOTA JAKARTA TIMUR,2020,3037139.0,182.7,0.363,82.66,469995030.7
KOTA JAKARTA PUSAT,2020,1056896.0,52.38,0.39,81.39,700790711.0
KOTA JAKARTA BARAT,2020,2434511.0,124.44,0.38,81.38,469053301.5
KOTA JAKARTA UTARA,2020,1778981.0,139.99,0.413,80.29,496669687.6
JAWA BARAT,2020,48274200.0,35377.76,0.403,72.09,
BOGOR,2020,6088233.0,2710.62,0.381,70.4,235887257.9
SUKABUMI,2020,2470219.0,4145.7,0.334,66.88,67462172.98
CIANJUR,2020,2264328.0,3840.16,0.35,65.36,47535466.67
BANDUNG,2020,3831505.0,1767.96,0.414,72.39,123602777.8
GARUT,2020,2636637.0,3074.07,0.352,66.12,58043174.12
TASIKMALAYA,2020,1755710.0,2551.19,0.343,65.67,37443447.75
CIAMIS,2020,1201685.0,1414.71,0.336,70.49,31974405.03
KUNINGAN,2020,1087105.0,1110.56,0.361,69.38,25618866.65
CIREBON,2020,2209633.0,984.52,0.338,68.75,49561562.9
MAJALENGKA,2020,1210709.0,1204.24,0.336,67.59,32179217.04
SUMEDANG,2020,1154428.0,1518.33,0.384,71.64,35489082.66
INDRAMAYU,2020,1737624.0,2040.11,0.319,67.29,79286229.64
SUBANG,2020,1612576.0,1893.95,0.35,68.95,40148318.1
PURWAKARTA,2020,971889.0,825.74,0.414,70.82,66971590.15
KARAWANG,2020,2370488.0,1652.2,0.327,70.66,223422078.6
BEKASI,2020,3899017.0,1224.88,0.372,74.07,317633824.3
BANDUNG BARAT,2020,1714982.0,1305.77,0.376,68.08,46478896.6
PANGANDARAN,2020,401493.0,1010.0,0.335,68.06,11498234.46
KOTA BOGOR,2020,1126927.0,118.5,0.412,76.11,45911864.14
KOTA SUKABUMI,2020,330691.0,48.25,0.397,74.21,12401540.58
KOTA BANDUNG,2020,2510103.0,167.67,0.402,81.51,283626741.1
KOTA CIREBON,2020,322322.0,37.36,0.421,74.89,23428792.05
KOTA BEKASI,2020,3075690.0,206.61,0.352,81.5,96492278.57
KOTA DEPOK,2020,2484186.0,200.29,0.344,80.97,70386330.72
KOTA CIMAHI,2020,620393.0,39.27,0.38,77.83,32210679.03
KOTA TASIKMALAYA,2020,663986.0,171.61,0.366,73.04,21589359.4
KOTA BANJAR,2020,183299.0,113.49,0.312,71.7,4445118.63
JAWA TENGAH,2020,36516035.0,32817.69,0.362,71.87,
CILACAP,2020,1944857.0,2124.47,0.362,69.95,104542659.5
BANYUMAS,2020,1776918.0,1335.3,0.362,71.98,53682112.37
PURBALINGGA,2020,998561.0,677.55,0.362,68.97,25093682.28
BANJARNEGARA,2020,1017767.0,1023.73,0.362,67.45,21694375.77
KEBUMEN,2020,1350438.0,1211.74,0.362,69.81,28014905.7
PURWOREJO,2020,769880.0,1091.49,0.362,72.68,18646485.02
WONOSOBO,2020,879124.0,981.41,0.362,68.22,18838679.07
MAGELANG,2020,1299859.0,1102.93,0.362,69.87,32462030.1
BOYOLALI,2020,1062713.0,1008.45,0.362,74.25,32687589.9
KLATEN,2020,1260506.0,658.22,0.362,75.56,39939640.38
SUKOHARJO,2020,907587.0,489.12,0.362,76.98,36890533.42
WONOGIRI,2020,1043177.0,1793.67,0.362,70.25,29166531.53
KARANGANYAR,2020,931963.0,775.44,0.362,75.86,37023453.39
SRAGEN,2020,976951.0,941.54,0.362,73.95,37850990.68
GROBOGAN,2020,1453526.0,2013.86,0.362,69.87,27268744.5
BLORA,2020,884333.0,1821.59,0.362,68.84,24004210.06
REMBANG,2020,645333.0,887.13,0.362,70.02,18943648.8
PATI,2020,1324188.0,1489.19,0.362,71.77,43288565.81
KUDUS,2020,849184.0,425.15,0.362,75.0,109538558.6
JEPARA,2020,1184947.0,1059.25,0.362,71.99,30175170.54
DEMAK,2020,1203956.0,900.12,0.362,72.22,26546066.41
SEMARANG,2020,1053094.0,950.21,0.362,74.1,49046716.57
TEMANGGUNG,2020,790174.0,837.71,0.362,69.57,21557077.14
KENDAL,2020,1018505.0,1118.13,0.362,72.29,42586186.69
BATANG,2020,801718.0,788.65,0.362,68.65,21621362.81
PEKALONGAN,2020,968821.0,837.0,0.362,69.63,22803190.5
PEMALANG,2020,1471489.0,1118.03,0.362,66.32,25820813.34
TEGAL,2020,1596996.0,876.1,0.362,68.39,35299977.86
BREBES,2020,1978759.0,1902.37,0.362,66.11,47058595.6
KOTA MAGELANG,2020,121526.0,16.06,0.362,78.99,8713158.54
KOTA SURAKARTA,2020,522364.0,46.01,0.362,82.21,47621820.53
KOTA SALATIGA,2020,192322.0,57.36,0.362,83.14,13271841.36
KOTA SEMARANG,2020,1653524.0,373.78,0.362,83.05,188731693.9
KOTA PEKALONGAN,2020,307150.0,45.25,0.362,74.98,10848872.87
KOTA TEGAL,2020,273825.0,39.68,0.362,75.07,15224684.62
D I YOGYAKARTA,2020,3668719.0,3185.81,0.434,79.97,
KULON PROGO,2020,436395.0,586.27,0.379,74.46,11738121.61
BANTUL,2020,98577.0,506.86,0.418,80.01,26137015.43
GUNUNG KIDUL,2020,747161.0,1485.36,0.352,69.98,18936171.51
SLEMAN,2020,1125804.0,574.82,0.42,83.84,45654719.61
KOTA YOGYAKARTA,2020,373589.0,32.5,0.421,86.61,35724046.2
JAWA TIMUR,2020,40665696.0,45609.78,0.37,71.71,
PACITAN,2020,586110.0,1389.92,0.35,68.39,15785198.22
PONOROGO,2020,949318.0,1305.7,0.38,70.81,20513377.29
TRENGGALEK,2020,731125.0,1147.22,0.38,69.74,18314461.26
TULUNGAGUNG,2020,1089775.0,1055.65,0.34,73.0,38225985.76
BLITAR,2020,1223745.0,1336.48,0.35,70.58,36023963.44
KEDIRI,2020,1635294.0,1386.05,0.33,72.05,40626769.97
MALANG,2020,2654448.0,3530.65,0.37,70.36,102027831.6
LUMAJANG,2020,1119251.0,1790.9,0.3,65.46,32062005.43
JEMBER,2020,2536729.0,3092.34,0.32,67.11,76039982.77
BANYUWANGI,2020,1708114.0,3593.06,0.32,70.62,81102879.31
BONDOWOSO,2020,776151.0,1525.97,0.33,66.43,19935592.83
SITUBONDO,2020,685967.0,1669.87,0.3,67.38,20041854.99
PROBOLINGGO,2020,1152537.0,1696.21,0.33,66.07,33721074.7
PASURUAN,2020,1605969.0,1474.02,0.35,68.6,145592018.2
SIDOARJO,2020,2082801.0,634.38,0.34,80.29,197240690.8
MOJOKERTO,2020,1119209.0,717.83,0.33,73.83,81940857.92
JOMBANG,2020,1318062.0,1115.09,0.33,72.97,39870881.37
NGANJUK,2020,1103902.0,1224.25,0.33,71.72,26601161.82
MADIUN,2020,744350.0,1037.58,0.36,71.73,19166561.45
MAGETAN,2020,670812.0,688.84,0.32,73.92,18771762.65
NGAWI,2020,870057.0,1295.98,0.34,70.54,20270971.9
BOJONEGORO,2020,1301635.0,2198.79,0.3,69.04,70258513.15
TUBAN,2020,1198012.0,1834.15,0.34,68.4,62323068.16
LAMONGAN,2020,1344165.0,1782.05,0.3,72.58,39169585.94
GRESIK,2020,1311215.0,1191.25,0.3,76.11,134268558.4
BANGKALAN,2020,1060377.0,1001.44,0.32,64.11,23290005.86
SAMPANG,2020,969694.0,1233.08,0.26,62.7,19842573.38
PAMEKASAN,2020,850057.0,792.24,0.32,66.26,16793846.98
SUMENEP,2020,1124436.0,1998.54,0.26,66.43,32750242.14
KOTA KEDIRI,2020,286796.0,63.4,0.35,78.23,132406061.1
KOTA BLITAR,2020,149149.0,32.57,0.34,78.57,6708144.94
KOTA MALANG,2020,843810.0,145.28,0.4,81.45,72163188.51
KOTA PROBOLINGGO,2020,239649.0,56.67,0.31,73.27,11074503.33
KOTA PASURUAN,2020,208006.0,35.29,0.3,75.26,8047228.39
KOTA MOJOKERTO,2020,132434.0,16.47,0.35,78.04,6588057.71
KOTA MADIUN,2020,195175.0,33.29,0.39,80.91,13519884.86
KOTA SURABAYA,2020,2874314.0,350.54,0.34,82.23,554509457.4
KOTA BATU,2020,213046.0,136.74,0.33,75.9,15916798.76
BANTEN,2020,11904562.0,9662.92,0.363,72.45,
PANDEGLANG,2020,1272687.0,2746.89,0.305,65.0,28371050.11
LEBAK,2020,1386793.0,3426.56,0.314,63.91,29055011.56
TANGERANG,2020,3245619.0,1011.86,0.285,71.92,135731681.9
SERANG,2020,1622630.0,1734.28,0.303,66.7,75880724.65
KOTA TANGERANG,2020,1895486.0,153.93,0.339,78.25,143022763.7
KOTA CILEGON,2020,434896.0,175.5,0.373,73.05,102731768.6
KOTA SERANG,2020,692101.0,266.71,0.352,72.16,31666094.97
KOTA TANGERANG SELATAN,2020,1354350.0,147.19,0.368,81.36,82531471.53
BALI,2020,4317404.0,5590.21,0.369,75.5,
JEMBRANA,2020,317064.0,849.13,0.353,72.36,13437613.88
TABANAN,2020,461630.0,849.31,0.324,76.17,22257584.9
BADUNG,2020,548191.0,398.75,0.317,81.6,49026027.29
GIANYAR,2020,515344.0,364.36,0.317,77.36,25841721.14
KLUNGKUNG,2020,206925.0,313.96,0.358,71.73,8450673.79
BANGLI,2020,258721.0,526.76,0.283,69.36,6716085.63
KARANGASEM,2020,492402.0,839.32,0.327,67.35,16399774.86
BULELENG,2020,791813.0,1322.75,0.285,72.55,33302721.44
KOTA DENPASAR,2020,725314.0,125.87,0.33,83.93,49607461.84
NUSA TENGGARA BARAT,2020,5299870.0,18598.82,0.376,68.25,
LOMBOK BARAT,2020,718548.0,923.06,0.306,68.2,14567264.74
LOMBOK TENGAH,2020,1029025.0,1095.03,0.378,66.43,16666623.89
LOMBOK TIMUR,2020,1321315.0,1230.76,0.364,66.3,20019036.31
SUMBAWA,2020,508028.0,6643.98,0.349,67.61,14446250.14
DOMPU,2020,235758.0,2391.54,0.355,67.84,7064359.52
BIMA,2020,512063.0,3405.63,0.358,66.3,11406410.58
SUMBAWA BARAT,2020,145093.0,1849.02,0.299,71.63,22764196.8
LOMBOK UTARA,2020,246598.0,776.25,0.345,64.42,4549104.46
KOTA MATARAM,2020,428891.0,61.3,0.381,78.91,18669607.67
KOTA BIMA,2020,154551.0,222.25,0.375,75.81,4133087.39
NUSA TENGGARA TIMUR,2020,5541394.0,47426.43,0.354,65.19,
SUMBA BARAT,2020,131600.0,737.42,0.321,63.53,2351536.21
SUMBA TIMUR,2020,261503.0,7000.5,0.299,65.52,6254369.23
KUPANG,2020,421618.0,5434.76,0.356,64.32,7637388.05
TIMOR TENGAH SELATAN,2020,469673.0,3947.0,0.304,62.15,7942761.08
TIMOR TENGAH UTARA,2020,256299.0,2669.7,0.301,63.53,4082274.46
BELU,2020,223176.0,1284.97,0.315,62.68,4549707.19
ALOR,2020,206806.0,2864.6,0.334,61.33,3052784.74
LEMBATA,2020,145685.0,1266.0,0.387,64.74,1854272.91
FLORES TIMUR,2020,257785.0,1813.2,0.317,64.22,5269530.16
SIKKA,2020,321790.0,1731.9,0.384,65.11,5112018.75
ENDE,2020,274599.0,2046.5,0.341,67.04,6075210.35
NGADA,2020,165314.0,1645.88,0.326,67.88,3493655.06
MANGGARAI,2020,342908.0,2096.44,0.295,64.54,4646207.55
ROTE NDAO,2020,178805.0,1280.0,0.4,62.39,3169434.41
MANGGARAI BARAT,2020,280412.0,2397.03,0.367,63.89,3519370.01
SUMBA TENGAH,2020,73820.0,1868.74,0.327,61.53,1195858.81
SUMBA BARAT DAYA,2020,350923.0,1480.46,0.311,62.28,3769102.22
NAGEKEO,2020,147189.0,1416.96,0.318,65.81,2271905.01
MANGGARAI TIMUR,2020,289836.0,2642.93,0.254,60.85,3288765.17
SABU RAIJUA,2020,100684.0,460.54,0.32,57.02,1414515.37
MALAKA,2020,194776.0,1160.63,0.278,60.21,2832646.9
KOTA KUPANG,2020,446193.0,180.27,0.321,79.71,23913107.35
KALIMANTAN BARAT,2020,5414390.0,149932.06,0.317,67.66,
SAMBAS,2020,629905.0,6394.7,0.275,67.03,20669991.11
BENGKAYANG,2020,286366.0,5396.3,0.274,67.87,8672733.96
LANDAK,2020,397610.0,8831.0,0.293,65.98,10739185.16
MEMPAWAH,2020,301560.0,2797.88,0.273,65.74,8545286.33
SANGGAU,2020,484836.0,12857.7,0.279,65.77,19921366.78
KETAPANG,2020,570657.0,31588.0,0.29,67.17,28105903.35
SINTANG,2020,421306.0,21638.0,0.294,66.88,14711073.81
KAPUAS HULU,2020,252609.0,29842.03,0.325,65.69,10273876.1
SEKADAU,2020,211559.0,6263.07,0.287,64.76,6568785.1
MELAWI,2020,228270.0,10640.8,0.348,65.55,5232208.59
KAYONG UTARA,2020,126571.0,4568.26,0.322,62.68,4206755.27
KUBU RAYA,2020,609392.0,8492.0,0.29,67.95,28930519.41
KOTA PONTIANAK,2020,658685.0,118.32,0.327,79.44,37648509.69
KOTA SINGKAWANG,2020,235064.0,504.0,0.286,71.94,10126224.99
KALIMANTAN TENGAH,2020,2669969.0,96612.5,0.329,71.05,
KOTAWARINGIN BARAT,2020,270388.0,10759.0,0.333,72.87,20521899.85
KOTAWARINGIN TIMUR,2020,428895.0,16796.0,0.323,71.31,26996329.66
KAPUAS,2020,410446.0,14999.0,0.316,69.48,16565137.1
BARITO SELATAN,2020,131140.0,883.0,0.313,70.22,6277921.75
BARITO UTARA,2020,154812.0,83.0,0.337,70.59,9391707.3
SUKAMARA,2020,63464.0,3827.0,0.3,68.03,4421503.75
LAMANDAU,2020,97611.0,6414.0,0.296,70.51,5773834.62
SERUYAN,2020,162906.0,16404.0,0.26,67.58,8768548.77
KATINGAN,2020,162222.0,175.0,0.252,68.68,8297242.54
PULANG PISAU,2020,134499.0,8997.0,0.302,68.45,5588534.44
GUNUNG MAS,2020,135373.0,10805.0,0.279,70.81,6275035.35
BARITO TIMUR,2020,113229.0,3834.0,0.333,71.39,7103694.89
MURUNG RAYA,2020,111527.0,237.0,0.28,67.98,7762811.3
KOTA PALANGKA RAYA,2020,293457.0,2399.5,0.34,80.77,18277196.12
KALIMANTAN SELATAN,2020,4073584.0,38744.23,0.332,70.91,
TANAH LAUT,2020,348966.0,3631.35,0.25,69.38,13786685.56
KOTABARU,2020,325622.0,9482.73,0.287,68.86,
BANJAR,2020,565635.0,4668.0,0.322,69.18,16527375.5
BARITO KUALA,2020,313021.0,2996.46,0.277,66.22,8710471.97
TAPIN,2020,189475.0,2700.82,0.274,70.11,8393891.5
HULU SUNGAI SELATAN,2020,228006.0,1804.94,0.3,68.85,6564931.01
HULU SUNGAI TENGAH,2020,258721.0,1472.0,0.285,68.84,7052349.92
HULU SUNGAI UTARA,2020,226727.0,892.7,0.319,65.59,4968807.73
TABALONG,2020,253305.0,3766.97,0.346,72.19,17742456.98
TANAH BUMBU,2020,322646.0,5006.96,0.3,70.71,19899648.32
BALANGAN,2020,130355.0,1878.3,0.298,68.82,10722299.39
KOTA BANJARMASIN,2020,657663.0,72.0,0.342,77.1,32727171.4
KOTA BANJAR BARU,2020,253442.0,371.0,0.381,79.1,9538459.18
KALIMANTAN TIMUR,2020,3766039.0,148137.31,0.328,76.24,
PASER,2020,275452.0,7730.88,0.29,72.04,43234505.66
KUTAI BARAT,2020,172288.0,20384.6,0.338,71.19,27169270.71
KUTAI KARTANEGARA,2020,729382.0,27263.1,0.294,73.59,149045196.8
KUTAI TIMUR,2020,434459.0,35747.5,0.325,73.0,115555661.6
BERAU,2020,248035.0,36962.37,0.3,74.71,35450848.9
PENAJAM PASER UTARA,2020,178681.0,3333.06,0.292,71.41,9050576.5
MAHAKAM ULU,2020,32513.0,15315.0,0.259,67.09,2765994.39
KOTA BALIKPAPAN,2020,688318.0,533.0,0.311,80.01,103918750.6
KOTA SAMARINDA,2020,827994.0,718.0,0.324,80.11,66526911.43
KOTA BONTANG,2020,178917.0,149.8,0.405,80.02,55664039.6
KALIMANTAN UTARA,2020,701800.0,75467.7,0.292,70.63,
MALINAU,2020,82500.0,42620.7,0.295,71.94,11155866.33
BULUNGAN,2020,151800.0,13925.72,0.29,71.1,18736572.3
TANA TIDUNG,2020,25600.0,4828.58,0.259,66.97,5873234.17
NUNUKAN,2020,199100.0,13841.9,0.262,65.79,26300564.4
KOTA TARAKAN,2020,242800.0,250.8,0.295,75.83,38053065.97
SULAWESI UTARA,2020,2621923.0,17441.05,0.37,72.93,
BOLAANG MONGONDOW,2020,248751.0,5397.69,0.31,67.89,8392403.2
MINAHASA,2020,347290.0,1025.85,0.32,75.29,17427126.46
KEPULAUAN SANGIHE,2020,139262.0,736.98,0.32,70.73,4383252.81
KEPULAUAN TALAUD,2020,94521.0,1251.02,0.37,69.4,2266563.68
MINAHASA SELATAN,2020,236463.0,1456.46,0.35,72.11,8780262.07
MINAHASA UTARA,2020,224993.0,1059.24,0.37,73.9,14372458.61
BOLAANG MONGONDOW UTARA,2020,83112.0,1856.86,0.39,66.99,2574259.52
SIAU TAGULANDANG BIARO,2020,71817.0,275.96,0.34,67.64,2447459.91
