Year,Province,Regency/City,Plastic per day (ton),Plastic per year (ton),Land Area (km2),Population,GDP,Gini,HDI,highest_restriction,start_date
2019,Bali,GIANYAR,74.05643700000002,27030.599505,364.36,512200,28520276.65,0.287,77.14,Ban,2019
2019,Bali,BANGLI,4.3212,1577.2148000000002,526.76,227300,6993642.45,0.274,69.35,Ban,2019
2019,Bali,KARANGASEM,28.449614000000004,10384.10911,839.32,416600,17086880.04,0.313,67.34,Ban,2019
2019,Bali,BULELENG,34.120306,12453.986004,1322.75,660600,35362315.65,0.285,72.3,Ban,2019
2019,Bali,KOTA DENPASAR,97.7295,35671.224,125.87,947100,55456044.06,0.347,83.68,Ban,2019
2020,Bali,JEMBRANA,36.3987,13285.48572,849.13,317064.0,13437613.88,0.353,72.36,Ban,2019
2020,Bali,TABANAN,96.9444,35383.9416,849.31,461630.0,22257584.9,0.324,76.17,Ban,2019
2020,Bali,BADUNG,77.65036400000001,28342.813576,398.75,548191.0,49026027.29,0.317,81.6,Ban,2018
2020,Bali,GIANYAR,74.95728799999999,27359.099263999997,364.36,515344.0,25841721.14,0.317,77.36,Ban,2019
2020,Bali,BANGLI,3.389278,1237.077451,526.76,258721.0,6716085.63,0.283,69.36,Ban,2019
2020,Bali,KARANGASEM,48.85922857142857,17833.618428571426,839.32,492402.0,16399774.86,0.327,67.35,Ban,2019
2020,Bali,BULELENG,34.80542,12703.811348,1322.75,791813.0,33302721.44,0.285,72.55,Ban,2019
2020,Bali,KOTA DENPASAR,99.489,36313.2825,125.87,725314.0,49607461.84,0.33,83.93,Ban,2019
2021,Bali,JEMBRANA,35.96333,13126.45412,849.13,321900.0,13510634.96,0.317,72.75,Ban,2019
2021,Bali,TABANAN,96.9444,35383.9416,849.31,465300.0,22021142.15,0.311,76.45,Ban,2019
2021,Bali,BADUNG,90.82604,33151.67216,398.75,549300.0,44882080.18,0.332,81.83,Ban,2018
2021,Bali,GIANYAR,66.13888399999999,24140.381804,364.36,519500.0,25788227.04,0.333,77.7,Ban,2019
2021,Bali,BANGLI,4.2142,1538.23848,526.76,262500.0,6825455.95,0.285,69.37,Ban,2019
2021,Bali,BULELENG,34.52038,12599.9387,1322.75,806600.0,33363288.29,0.282,72.56,Ban,2019
2021,Bali,KOTA DENPASAR,131.18983,47884.16327999999,125.87,726600.0,49687176.87,0.375,84.03,Ban,2019
2022,Bali,JEMBRANA,31.023776,11323.643967999998,849.13,327854.0,14532255.74,0.326,73.58,Ban,2019
2022,Bali,BADUNG,92.96172,33930.780719999995,398.75,549527.0,55290000.16,0.316,82.13,Ban,2018
2022,Bali,GIANYAR,75.32282285714285,27492.83034285714,364.36,523972.0,27944205.76,0.307,78.39,Ban,2019
2022,Bali,KLUNGKUNG,14.4382,5270.097000000001,313.96,214012.0,9210208.54,0.351,72.55,Ban,2019
2022,Bali,BANGLI,6.1534,2245.98275,526.76,267133.0,7337505.92,0.288,70.26,Ban,2019
2022,Bali,KARANGASEM,24.9232,9096.9464,839.32,511277.0,17669491.36,0.297,68.28,Ban,2019
2022,Bali,BULELENG,57.667064,21048.371123,1322.75,825141.0,35805284.19,0.281,73.45,Ban,2019
2022,Bali,KOTA DENPASAR,71.14868100000001,25969.268565,125.87,726808.0,54650427.19,0.368,84.37,Ban,2019
2019,Banten,PANDEGLANG,69.649272,25422.171348,2746.89,1211909,27931123.75,0.31,64.91,Fee,2020
2019,Banten,LEBAK,76.6455,27975.6075,3426.56,1302608,28725281.3,0.297,63.88,Fee,2020
2019,Banten,TANGERANG,615.917325,224809.90002,1011.86,3800787,140089287.6,0.325,71.93,Fee,2020
2019,Banten,KOTA TANGERANG,173.72859900000003,63410.778473,153.93,2229901,171732446.3,0.328,78.43,Ban,2019
2019,Banten,KOTA CILEGON,52.89883199999999,19308.1308,175.5,437205,103931063.6,0.315,73.01,Fee,2020
2019,Banten,KOTA TANGERANG SELATAN,82.5008,30112.9248,147.19,1747906,82769481.67,0.331,81.48,Fee,2020
2020,Banten,LEBAK,77.139,28155.9315,3426.56,1386793.0,29055011.56,0.314,63.91,Ban,2020
2020,Banten,SERANG,227.395168,82999.31039399999,1734.28,1622630.0,75880724.65,0.303,66.7,Fee,2020
2020,Banten,KOTA CILEGON,154.815426,56507.25779999999,175.5,434896.0,102731768.6,0.373,73.05,Fee,2020
2020,Banten,KOTA SERANG,104.35,38088.012,266.71,692101.0,31666094.97,0.352,72.16,Fee,2020
2020,Banten,KOTA TANGERANG SELATAN,185.956272,67873.94721900001,147.19,1354350.0,82531471.53,0.368,81.36,Fee,2020
2021,Banten,SERANG,233.000768,85045.354394,1734.28,1647600.9,80231264.41,0.264,66.82,Fee,2020
2021,Banten,KOTA CILEGON,43.53348999999999,15889.577704,175.5,441450.9,110497918.3,0.363,73.35,Fee,2020
2021,Banten,KOTA TANGERANG SELATAN,159.973814,58390.185854,147.19,1365361.8,88065801.67,0.37,81.6,Fee,2020
2022,Banten,LEBAK,88.7205,32382.786,3426.56,1433484.0,33469202.33,0.312,64.71,Ban,2020
2022,Banten,TANGERANG,428.81742,156518.56848000005,1011.86,3352147.2,160168176.8,0.282,72.97,Fee,2020
2022,Banten,SERANG,201.9334213333333,73705.76456649999,1734.28,1678524.0,87983132.91,0.284,67.75,Fee,2020
2022,Banten,KOTA TANGERANG,271.608798,99137.146392,153.93,1930915.2,182210783.9,0.383,78.9,Ban,2019
2022,Banten,KOTA CILEGON,36.457600000000006,13307.0528,175.5,450873.6,120746796.6,0.318,73.95,Fee,2020
2022,Banten,KOTA SERANG,117.258415,42799.53601,266.71,720417.6,36723840.08,0.354,72.98,Fee,2020
2022,Banten,KOTA TANGERANG SELATAN,168.848568,61629.637048,147.19,1378350.0,96136882.58,0.359,81.95,Fee,2020
2019,Bengkulu,BENGKULU SELATAN,5.0688,1850.2168,1219.22,168936,5707513.37,0.32,70.27,Fee,2020
2019,Bengkulu,BENGKULU UTARA,11.2896,4120.72227,4481.99,285852,8250039.75,0.3,68.8,Fee,2020
2019,Bengkulu,LEBONG,4.5066,1644.8481,1666.62,107119,3346031.32,0.31,66.84,Fee,2020
2019,Bengkulu,KEPAHIANG,5.772899999999999,2107.23135,738.97,151682,4318930.18,0.27,67.67,Fee,2020
2019,Bengkulu,BENGKULU TENGAH,9.847,3594.40612,1132.38,114043,4606570.36,0.26,67.3,Fee,2020
2020,Bengkulu,LEBONG,7.756200000000001,2830.8546,1666.62,106290.0,3400862.2,0.28,67.01,Fee,2020
2020,Bengkulu,KEPAHIANG,10.1088,3689.7912,738.97,149740.0,4409812.3,0.31,68.17,Fee,2020
2020,Bengkulu,BENGKULU TENGAH,10.4616,3818.682,1132.38,116710.0,4672104.07,0.26,67.61,Fee,2020
2021,Bengkulu,SELUMA,8.5408,3117.2896,2432.16,213662.0,5053600.65,0.25,67.03,Fee,2020
2022,Bengkulu,BENGKULU UTARA,11.945430000000002,4360.08636,4481.99,302830.0,12318650.39,0.28,69.77,Fee,2020
2022,Bengkulu,SELUMA,9.4725,3457.5444,2432.16,213760.0,5436499.7,0.29,67.76,Fee,2020
2022,Bengkulu,LEBONG,10.361301999999998,3782.105424,1666.62,107250.0,3888916.74,0.27,68.12,Fee,2020
2019,D.I. Yogyakarta,KULON PROGO,29.143128,10637.518962,586.27,430220,11995771.6,0.359,74.44,Ban,2019
2019,D.I. Yogyakarta,BANTUL,34.46704,12580.4541,506.86,1018402,26310972.65,0.422,80.01,Ban,2019
2019,D.I. Yogyakarta,GUNUNGKIDUL,41.13638466666666,15014.901278666664,1485.36,742731,18844736.16,0.325,69.96,Ban,2019
2019,D.I. Yogyakarta,SLEMAN,79.72298399999998,29099.04538566666,574.82,1219640,47467978.09,0.417,83.85,Ban,2019
2019,D.I. Yogyakarta,KOTA YOGYAKARTA,39.05548399999999,14255.355243999998,32.5,431939,36492640.29,0.371,86.65,Ban,2019
2020,D.I. Yogyakarta,KULON PROGO,30.059232,10971.493974,586.27,436395.0,11738121.61,0.379,74.46,Ban,2019
2020,D.I. Yogyakarta,BANTUL,127.997697,46718.930703,506.86,98577.0,26137015.43,0.418,80.01,Ban,2019
2020,D.I. Yogyakarta,GUNUNGKIDUL,62.937105333333335,22972.22838133333,1485.36,747161.0,18936171.51,0.352,69.98,Ban,2019
2020,D.I. Yogyakarta,SLEMAN,122.46687666666666,44700.116879333335,574.82,1125804.0,45654719.61,0.42,83.84,Ban,2019
2020,D.I. Yogyakarta,KOTA YOGYAKARTA,38.929241,14209.271154,32.5,373589.0,35724046.2,0.421,86.61,Ban,2019
2021,D.I. Yogyakarta,KULON PROGO,30.503508,11133.47907,586.27,443283.0,12599819.55,0.367,74.71,Ban,2019
2021,D.I. Yogyakarta,SLEMAN,103.0165785,37600.8466795,574.82,1136474.0,49397607.49,0.425,84.0,Ban,2019
2021,D.I. Yogyakarta,KOTA YOGYAKARTA,35.32646,12894.232351,32.5,376324.0,38540649.0,0.464,87.18,Ban,2019
2022,D.I. Yogyakarta,KULON PROGO,30.537948,11146.628262,586.27,451342.0,14303541.52,0.38,75.46,Ban,2019
2022,D.I. Yogyakarta,GUNUNGKIDUL,91.1651355,33275.3806515,1485.36,770883.0,22742949.76,0.316,70.96,Ban,2019
2022,D.I. Yogyakarta,KOTA YOGYAKARTA,94.121865,34354.5273,32.5,378913.0,42628181.76,0.519,87.69,Ban,2019
2019,DKI Jakarta,ADM. KEP. SERIBU,0.15309,55.89108,10.18,24295,7926263.5,0.28,71.4,None,2019
2019,DKI Jakarta,KOTA ADM. JAKARTA UTARA,11.94804,4361.049180000001,139.99,1812915,522378823.6,0.355,80.17,Fee,2020
2019,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,17.14167,6256.710360000001,154.32,2264699,642464231.9,0.443,84.75,Fee,2020
2019,DKI Jakarta,KOTA ADM. JAKARTA TIMUR,20.28294,7403.266710000001,182.7,2937859,488499494.7,0.376,82.69,Fee,2020
2020,DKI Jakarta,ADM. KEP. SERIBU,0.15606,56.96316,10.18,27749.0,6416485.68,0.306,71.63,Ban,2020
2020,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,16.345719,5966.210461499999,52.38,1056896.0,700790711.0,0.39,81.39,Ban,2020
2020,DKI Jakarta,KOTA ADM. JAKARTA UTARA,25.949124,9471.4579305,139.99,1778981.0,496669687.6,0.413,80.29,Ban,2020
2020,DKI Jakarta,KOTA ADM. JAKARTA BARAT,58.567509,21377.1096,124.44,2434511.0,469053301.5,0.38,81.38,Ban,2020
2020,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,37.17135,13567.5355905,154.32,2226812.0,643561851.9,0.427,84.72,Ban,2020
2020,DKI Jakarta,KOTA ADM. JAKARTA TIMUR,43.9873875,16055.4308805,182.7,3037139.0,469995030.7,0.363,82.66,Ban,2020
2021,DKI Jakarta,ADM. KEP. SERIBU,1.434818625,523.5605932499999,10.18,28240.0,8154516.93,0.245,72.1,Ban,2020
2021,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,69.0040269375,25186.537420125,52.38,1066460.0,728074607.5,0.397,81.56,Ban,2020
2021,DKI Jakarta,KOTA ADM. JAKARTA UTARA,110.3124714375,40264.077318375,139.99,1784753.0,536002760.3,0.515,80.51,Ban,2020
2021,DKI Jakarta,KOTA ADM. JAKARTA BARAT,162.6597361875,59370.9225980625,124.44,2440073.0,493802942.5,0.366,81.76,Ban,2020
2021,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,157.776304125,57588.28993218749,154.32,2233855.0,668427460.1,0.383,84.9,Ban,2020
2021,DKI Jakarta,KOTA ADM. JAKARTA TIMUR,186.7251135,68154.81056081249,182.7,3056300.0,500421580.7,0.374,82.97,Ban,2020
2022,DKI Jakarta,ADM. KEP. SERIBU,3.431302,1252.661144,10.18,28925.0,10134628.69,0.211,72.79,Ban,2020
2022,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,163.03959,59509.504054000005,52.38,1079995.0,794935797.9,0.343,82.11,Ban,2020
2022,DKI Jakarta,KOTA ADM. JAKARTA UTARA,262.466792,95800.40785,139.99,1793550.0,587659637.0,0.543,80.81,Ban,2020
2022,DKI Jakarta,KOTA ADM. JAKARTA BARAT,388.091956,141653.462286,124.44,2448975.0,540696903.4,0.422,82.51,Ban,2020
2022,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,374.82515,136811.10303,154.32,2244623.0,730224707.9,0.377,85.21,Ban,2020
2022,DKI Jakarta,KOTA ADM. JAKARTA TIMUR,443.637236,161927.61607400002,182.7,3083883.0,546877291.2,0.374,83.45,Ban,2020
2019,Gorontalo,GORONTALO,1.4656,534.9557,2124.6,378527,12880839.3,0.41,66.69,Fee,2020
2019,Gorontalo,POHUWATO,13.034559999999995,4757.41728,4244.31,161373,6621889.02,0.41,65.27,Fee,2020
2019,Gorontalo,KOTA GORONTALO,48.944,17864.1645,79.02,219399,8452775.68,0.41,77.08,Fee,2020
2020,Gorontalo,GORONTALO,1.4659,535.0623,2124.6,393107.0,13044896.59,0.41,66.92,Fee,2020
2020,Gorontalo,POHUWATO,21.171511,7728.179343999999,4244.31,146432.0,6736096.55,0.41,65.37,Fee,2020
2021,Gorontalo,KOTA GORONTALO,42.363,15462.45,79.02,199788.0,8987562.53,0.408,77.41,Fee,2020
2022,Gorontalo,GORONTALO,1.5825,577.6271,2124.6,398801.0,14889329.4,0.418,68.28,Fee,2020
2022,Gorontalo,BONE BOLANGO,9.92214,3621.5811,1984.31,166200.0,5278687.98,0.418,70.9,Fee,2020
2022,Gorontalo,POHUWATO,21.15064,7719.40722,4244.31,149297.0,7535989.85,0.418,66.53,Fee,2020
2022,Gorontalo,KOTA GORONTALO,50.94,18592.7436,79.02,201350.0,9755747.17,0.418,78.22,Fee,2020
2019,Jambi,MERANGIN,28.824,10521.006,7540.12,388900,15288073.47,0.31,69.07,Fee,2020
2019,Jambi,SAROLANGUN,13.476816000000005,4919.168412000001,5935.89,301900,15126920.14,0.27,69.72,Fee,2020
2019,Jambi,BATANGHARI,16.919,6175.475600000001,5387.52,272900,16463293.47,0.31,69.67,Fee,2020
2019,Jambi,MUARO JAMBI,8.930232,3259.6976160000004,5225.8,443400,24294993.41,0.29,69.01,Fee,2020
2019,Jambi,BUNGO,6.691776000000001,2442.4915200000005,4760.83,374800,17895939.78,0.33,69.86,Fee,2020
2019,Jambi,KOTA JAMBI,47.25702,17248.653828000002,169.89,604700,30636929.87,0.34,78.26,Ban,2018
2019,Jambi,KOTA SUNGAI PENUH,5.632452000000001,2055.7233360000005,364.92,90900,7479424.37,0.33,75.36,Fee,2020
2020,Jambi,MERANGIN,44.9489,16406.475000000002,7540.12,354100.0,15670880.89,0.32,69.19,Fee,2020
2020,Jambi,SAROLANGUN,19.883949,7257.380482999999,5935.89,290100.0,14429424.24,0.31,69.86,Fee,2020
2020,Jambi,BATANGHARI,17.164,6265.0238,5387.52,301700.0,16392804.31,0.32,69.84,Fee,2020
2020,Jambi,MUARO JAMBI,14.585494,5324.003739,5225.8,402000.0,24382388.38,0.28,69.18,Fee,2020
2020,Jambi,TANJUNG JABUNG BARAT,50.091,18282.777,5546.06,317500.0,37133854.04,0.28,67.54,Fee,2020
2020,Jambi,BUNGO,6.825728000000002,2491.345024,4760.83,362400.0,17305753.26,0.31,69.92,Fee,2020
2020,Jambi,TEBO,24.137009,8809.851029,6103.74,337700.0,14737984.32,0.3,69.14,Fee,2020
2020,Jambi,KOTA SUNGAI PENUH,8.772383000000001,3201.658893,364.92,96600.0,7562248.32,0.31,75.42,Fee,2020
2021,Jambi,MERANGIN,9.9375,3627.2515,7540.12,355700.0,17837616.79,0.29,69.53,Fee,2020
2021,Jambi,BUNGO,9.1686,3346.62514,4760.83,367200.0,20089145.85,0.3,70.15,Fee,2020
2021,Jambi,KOTA JAMBI,190.898019,69677.746086,169.89,612200.0,31893581.19,0.35,79.12,Ban,2018
2022,Jambi,MERANGIN,47.177142,17219.869224,7540.12,357600.0,20284059.99,0.35,69.98,Fee,2020
2022,Jambi,SAROLANGUN,27.469216,10026.26384,5935.89,298100.0,20772095.19,0.3,70.89,Fee,2020
2022,Jambi,BUNGO,9.35209,3413.56477,4760.83,373300.0,24926313.98,0.32,70.55,Fee,2020
2022,Jambi,KOTA JAMBI,192.80625,70374.506007,169.89,619600.0,36141956.24,0.36,79.58,Ban,2018
2022,Jambi,KOTA SUNGAI PENUH,10.024,3659.088,364.92,99200.0,8680233.97,0.29,76.17,Fee,2020
2019,Jawa Barat,SUKABUMI,268.106366,97858.440048,4145.7,2466272,67423121.28,0.347,66.87,Ban,2019
2019,Jawa Barat,CIAMIS,28.366000000000003,10353.597500000002,1414.71,1195176,31536104.02,0.354,70.39,Ban,2019
2019,Jawa Barat,SUMEDANG,55.04528700000001,20091.621516000003,1518.33,1152400,35439626.58,0.344,71.46,None,2019
2019,Jawa Barat,SUBANG,132.7514125,48454.1429225,1893.95,1595825,40790680.41,0.333,68.69,None,2019
2019,Jawa Barat,BEKASI,231.858585,84628.15102,1224.88,3763886,326083640.8,0.354,73.99,Ban,2019
2019,Jawa Barat,PANGANDARAN,21.7060025,7922.89659,1010.0,399284,11311685.83,0.31,68.21,None,2019
2019,Jawa Barat,KOTA BOGOR,65.81,24020.533,118.5,1112081,46197757.13,0.386,76.23,Ban,2018
2019,Jawa Barat,KOTA SUKABUMI,10.6776,3897.3666,48.25,328680,12387691.54,0.419,74.31,Ban,2019
2019,Jawa Barat,KOTA DEPOK,323.88168,118216.843104,200.29,2406826,70964044.3,0.344,80.82,Ban,2019
2019,Jawa Barat,KOTA CIMAHI,42.32904,15450.09648,39.27,614304,32639542.12,0.437,78.11,Ban,2019
2019,Jawa Barat,KOTA TASIKMALAYA,15.765300000000002,5754.284820000001,171.61,663517,21750914.27,0.36,72.84,None,2019
2020,Jawa Barat,BANDUNG,264.27,96458.378,1767.96,3831505.0,123602777.8,0.414,72.39,Fee,2020
2020,Jawa Barat,CIAMIS,28.756500000000003,10496.035000000002,1414.71,1201685.0,31974405.03,0.336,70.49,Ban,2019
2020,Jawa Barat,CIREBON,174.84368999999998,63817.73761999999,984.52,2209633.0,49561562.9,0.338,68.75,Fee,2020
2020,Jawa Barat,SUMEDANG,55.382163,20214.605139,1518.33,1154428.0,35489082.66,0.384,71.64,Fee,2020
2020,Jawa Barat,BEKASI,270.46749333333327,98720.47992333332,1224.88,3899017.0,317633824.3,0.372,74.07,Ban,2019
2020,Jawa Barat,PANGANDARAN,24.3817,8899.15397,1010.0,401493.0,11498234.46,0.335,68.06,Fee,2020
2020,Jawa Barat,KOTA BOGOR,67.376,24592.233,118.5,1126927.0,45911864.14,0.412,76.11,Ban,2018
2020,Jawa Barat,KOTA SUKABUMI,22.31538,8145.299204999999,48.25,330691.0,12401540.58,0.397,74.21,Ban,2019
2020,Jawa Barat,KOTA BANDUNG,257.14994,93859.77653,167.67,2510103.0,283626741.1,0.402,81.51,Ban,2019
2020,Jawa Barat,KOTA DEPOK,276.716664,101001.663528,200.29,2484186.0,70386330.72,0.344,80.97,Ban,2019
2020,Jawa Barat,KOTA CIMAHI,38.91108666666666,14202.358753333332,39.27,620393.0,32210679.03,0.38,77.83,Ban,2019
2020,Jawa Barat,KOTA TASIKMALAYA,15.784200000000002,5761.17954,171.61,663986.0,21589359.4,0.366,73.04,Fee,2020
2020,Jawa Barat,KOTA BANJAR,20.616788,7525.55847,113.49,183299.0,4445118.63,0.312,71.7,Fee,2020
2021,Jawa Barat,BANDUNG,261.9447358181818,95609.56421872728,1767.96,2527854.0,130476828.5,0.386,72.73,Fee,2020
2021,Jawa Barat,GARUT,229.6123,83808.46694999999,3074.07,2628725.0,60836393.3,0.322,66.45,Fee,2020
2021,Jawa Barat,CIAMIS,85.815,31322.7375,1414.71,1263198.0,33688053.94,0.342,70.93,Ban,2019
2021,Jawa Barat,CIREBON,255.4990196363636,93257.3073890909,984.52,2365048.0,52309936.87,0.339,69.12,Fee,2020
2021,Jawa Barat,SUMEDANG,176.94400000000002,64585.15600000001,1518.33,1165047.0,37250246.15,0.359,71.8,Fee,2020
2021,Jawa Barat,INDRAMAYU,394.73795999999993,144078.9795,2040.11,1885172.0,81594848.56,0.321,67.64,Ban,2020
2021,Jawa Barat,KOTA BOGOR,101.064,36888.3495,118.5,1091396.0,48325644.61,0.441,76.59,Ban,2018
2021,Jawa Barat,KOTA SUKABUMI,22.730786,8296.831465,48.25,353631.0,13053044.18,0.436,74.6,Ban,2019
2021,Jawa Barat,KOTA BANDUNG,265.95584999999994,97073.76501,167.67,2527854.0,297116262.9,0.427,81.96,Ban,2019
2021,Jawa Barat,KOTA CIREBON,38.869747,14187.457655000002,37.36,343667.0,24506594.05,0.489,75.25,Fee,2020
2021,Jawa Barat,KOTA BEKASI,370.65444,135288.933,206.61,2468448.0,101383360.7,0.401,81.95,Ban,2018
2021,Jawa Barat,KOTA DEPOK,280.700304,102455.5362,200.29,1893321.0,74382336.08,0.367,81.37,Ban,2019
2021,Jawa Barat,KOTA CIMAHI,42.86412,15645.14952,39.27,560746.0,34244468.76,0.415,78.06,Ban,2019
2022,Jawa Barat,BANDUNG,247.681959,90403.6332185,1767.96,3708344.0,143002068.5,0.37,73.16,Fee,2020
2022,Jawa Barat,GARUT,228.01125,83223.75774999999,3074.07,2759490.0,66590619.98,0.302,67.41,Fee,2020
2022,Jawa Barat,CIAMIS,114.936,41951.698,1414.71,1267878.0,36773714.56,0.337,71.45,Ban,2019
2022,Jawa Barat,KUNINGAN,95.904,35005.136,1110.56,1218332.0,29519831.26,0.345,70.16,Fee,2020
2022,Jawa Barat,SUMEDANG,177.08800000000002,64636.808,1518.33,1187620.0,40220759.18,0.394,72.69,Fee,2020
2022,Jawa Barat,INDRAMAYU,398.6867,145520.22306,2040.11,1912850.0,90773384.43,0.3,68.55,Ban,2020
2022,Jawa Barat,KARAWANG,140.5516,51301.10860000001,1652.2,2509839.0,268228786.3,0.353,71.74,Fee,2020
2022,Jawa Barat,BEKASI,434.3738087499999,158546.70077749997,1224.88,3147268.0,367573268.0,0.373,75.22,Ban,2019
2022,Jawa Barat,KOTA BOGOR,111.669,40759.1355,118.5,1114018.0,52914598.44,0.43,77.17,Ban,2018
2022,Jawa Barat,KOTA SUKABUMI,30.713605,11210.578223,48.25,358854.0,14192254.06,0.482,75.4,Ban,2019
2022,Jawa Barat,KOTA BANDUNG,266.22806,97173.37884,167.67,2545005.0,328317612.3,0.459,82.5,Ban,2019
2022,Jawa Barat,KOTA BEKASI,285.57828,104235.924,206.61,2486251.0,109881376.1,0.441,82.46,Ban,2018
2022,Jawa Barat,KOTA CIMAHI,42.97176,15684.60192,39.27,566537.0,37538209.79,0.408,78.77,Ban,2019
