Year,Province,Regency/City,highest_restriction,start_date
2019,Aceh,ACEH SELATAN,None,n/a
2019,Aceh,ACEH TENGAH,None,n/a
2019,Aceh,BENER MERIAH,None,n/a
2019,Aceh,GAYO LUES,None,n/a
2019,Aceh,KOTA LANGSA,None,n/a
2019,Aceh,KOTA SABANG,None,n/a
2019,Aceh,SIMEULUE,None,n/a
2019,DKI Jakarta,ADM. KEP. SERIBU,None,n/a
2019,Jawa Barat,KOTA TASIKMALAYA,None,n/a
2019,Jawa Barat,PANGANDARAN,None,n/a
2019,Jawa Barat,SUBANG,None,n/a
2019,Jawa Barat,SUMEDANG,None,n/a
2019,Jawa Tengah,BATANG,None,n/a
2019,Jawa Tengah,BOYOLALI,None,n/a
2019,Jawa Tengah,BREBES,None,n/a
2019,Jawa Tengah,CILACAP,None,n/a
2019,Jawa Tengah,GROBOGAN,None,n/a
2019,Jawa Tengah,JEPARA,None,n/a
2019,Jawa Tengah,KEBUMEN,None,n/a
2019,Jawa Tengah,KENDAL,None,n/a
2019,Jawa Tengah,KLATEN,None,n/a
2019,Jawa Tengah,KOTA MAGELANG,None,n/a
2019,Jawa Tengah,PEMALANG,None,n/a
2019,Jawa Tengah,PURWOREJO,None,n/a
2019,Jawa Tengah,REMBANG,None,n/a
2019,Jawa Tengah,SEMARANG,None,n/a
2019,Jawa Tengah,SRAGEN,None,n/a
2019,Jawa Tengah,SUKOHARJO,None,n/a
2019,Jawa Tengah,WONOSOBO,None,n/a
2019,Jawa Timur,BANYUWANGI,None,n/a
2019,Jawa Timur,BOJONEGORO,None,n/a
2019,Jawa Timur,BONDOWOSO,None,n/a
2019,Jawa Timur,KEDIRI,None,n/a
2019,Jawa Timur,KOTA BLITAR,None,n/a
2019,Jawa Timur,KOTA MOJOKERTO,None,n/a
2019,Jawa Timur,KOTA PASURUAN,None,n/a
2019,Jawa Timur,MADIUN,None,n/a
2019,Jawa Timur,MALANG,None,n/a
2019,Jawa Timur,NGANJUK,None,n/a
2019,Jawa Timur,NGAWI,None,n/a
2019,Jawa Timur,PACITAN,None,n/a
2019,Jawa Timur,PASURUAN,None,n/a
2019,Jawa Timur,PROBOLINGGO,None,n/a
2019,Jawa Timur,SAMPANG,None,n/a
2019,Jawa Timur,SIDOARJO,None,n/a
2019,Jawa Timur,SUMENEP,None,n/a
2019,Jawa Timur,TRENGGALEK,None,n/a
2019,Jawa Timur,TUBAN,None,n/a
2019,Kalimantan Barat,BENGKAYANG,None,n/a
2019,Kalimantan Barat,KAPUAS HULU,None,n/a
2019,Kalimantan Barat,KETAPANG,None,n/a
2019,Kalimantan Barat,MEMPAWAH,None,n/a
2019,Kalimantan Barat,SAMBAS,None,n/a
2019,Kalimantan Barat,SANGGAU,None,n/a
2019,Kalimantan Selatan,BALANGAN,None,n/a
2019,Kalimantan Selatan,HULU SUNGAI SELATAN,None,n/a
2019,Kalimantan Selatan,HULU SUNGAI TENGAH,None,n/a
2019,Kalimantan Selatan,KOTABARU,None,n/a
2019,Kalimantan Tengah,BARITO TIMUR,None,n/a
2019,Kalimantan Tengah,BARITO UTARA,None,n/a
2019,Kalimantan Tengah,KAPUAS,None,n/a
2019,Kalimantan Tengah,KATINGAN,None,n/a
2019,Kalimantan Tengah,KOTA PALANGKARAYA,None,n/a
2019,Kalimantan Tengah,KOTAWARINGIN BARAT,None,n/a
2019,Kalimantan Tengah,KOTAWARINGIN TIMUR,None,n/a
2019,Kalimantan Tengah,PULANG PISAU,None,n/a
2019,Kalimantan Tengah,SUKAMARA,None,n/a
2019,Kalimantan Timur,KUTAI KARTANEGARA,None,n/a
2019,Kalimantan Timur,KUTAI TIMUR,None,n/a
2019,Kalimantan Timur,PASER,None,n/a
2019,Kalimantan Timur,PENAJAM PASER UTARA,None,n/a
2019,Kepulauan Bangka Belitung,BANGKA,None,n/a
2019,Kepulauan Bangka Belitung,BANGKA SELATAN,None,n/a
2019,Kepulauan Bangka Belitung,BANGKA TENGAH,None,n/a
2019,Kepulauan Bangka Belitung,KOTA PANGKAL PINANG,None,n/a
2019,Kepulauan Riau,BINTAN,None,n/a
2019,Kepulauan Riau,KARIMUN,None,n/a
2019,Kepulauan Riau,KEPULAUAN ANAMBAS,None,n/a
2019,Kepulauan Riau,KOTA BATAM,None,n/a
2019,Kepulauan Riau,KOTA TANJUNG PINANG,None,n/a
2019,Kepulauan Riau,LINGGA,None,n/a
2019,Kepulauan Riau,NATUNA,None,n/a
2019,Lampung,KOTA BANDAR LAMPUNG,None,n/a
2019,Lampung,KOTA METRO,None,n/a
2019,Lampung,LAMPUNG BARAT,None,n/a
2019,Lampung,PRINGSEWU,None,n/a
2019,Lampung,WAY KANAN,None,n/a
2019,Maluku,BURU SELATAN,None,n/a
2019,Maluku,MALUKU TENGGARA,None,n/a
2019,Maluku Utara,HALMAHERA UTARA,None,n/a
2019,Maluku Utara,KOTA TERNATE,None,n/a
2019,Maluku Utara,KOTA TIDORE KEPULAUAN,None,n/a
2019,Nusa Tenggara Barat,LOMBOK TIMUR,None,n/a
2019,Nusa Tenggara Barat,LOMBOK UTARA,None,n/a
2019,Papua,KOTA JAYAPURA,None,n/a
2019,Papua Barat Daya,RAJA AMPAT,None,n/a
2019,Sulawesi Barat,PASANGKAYU,None,n/a
2019,Sulawesi Selatan,BANTAENG,None,n/a
2019,Sulawesi Selatan,BARRU,None,n/a
2019,Sulawesi Selatan,BONE,None,n/a
2019,Sulawesi Selatan,BULUKUMBA,None,n/a
2019,Sulawesi Selatan,ENREKANG,None,n/a
2019,Sulawesi Selatan,KEPULAUAN SELAYAR,None,n/a
2019,Sulawesi Selatan,KOTA PALOPO,None,n/a
2019,Sulawesi Selatan,KOTA PAREPARE,None,n/a
2019,Sulawesi Selatan,LUWU TIMUR,None,n/a
2019,Sulawesi Selatan,LUWU UTARA,None,n/a
2019,Sulawesi Selatan,MAROS,None,n/a
2019,Sulawesi Selatan,PANGKAJENE KEPULAUAN,None,n/a
2019,Sulawesi Selatan,SINJAI,None,n/a
2019,Sulawesi Tengah,BANGGAI,None,n/a
2019,Sulawesi Tengah,DONGGALA,None,n/a
2019,Sulawesi Tengah,POSO,None,n/a
2019,Sulawesi Tenggara,BOMBANA,None,n/a
2019,Sulawesi Tenggara,BUTON,None,n/a
2019,Sulawesi Tenggara,KOLAKA,None,n/a
2019,Sulawesi Utara,BOLAANG MONGONDOW SELATAN,None,n/a
2019,Sulawesi Utara,KEP. SIAU TAGULANDANG BIARO,None,n/a
2019,Sulawesi Utara,KEPULAUAN SANGIHE,None,n/a
2019,Sulawesi Utara,KEPULAUAN TALAUD,None,n/a
2019,Sulawesi Utara,KOTA KOTAMOBAGU,None,n/a
2019,Sulawesi Utara,KOTA TOMOHON,None,n/a
2019,Sulawesi Utara,MINAHASA,None,n/a
2019,Sulawesi Utara,MINAHASA SELATAN,None,n/a
2019,Sulawesi Utara,MINAHASA TENGGARA,None,n/a
2019,Sulawesi Utara,MINAHASA UTARA,None,n/a
2019,Sumatera Barat,AGAM,None,n/a
2019,Sumatera Barat,DHARMASRAYA,None,n/a
2019,Sumatera Barat,KOTA PADANG PANJANG,None,n/a
2019,Sumatera Barat,KOTA PAYAKUMBUH,None,n/a
2019,Sumatera Barat,KOTA SAWAHLUNTO,None,n/a
2019,Sumatera Barat,PASAMAN,None,n/a
2019,Sumatera Barat,PESISIR SELATAN,None,n/a
2019,Sumatera Barat,SIJUNJUNG,None,n/a
2019,Sumatera Barat,TANAH DATAR,None,n/a
2019,Sumatera Selatan,EMPAT LAWANG,None,n/a
2019,Sumatera Selatan,LAHAT,None,n/a
2019,Sumatera Selatan,MUARA ENIM,None,n/a
2019,Sumatera Selatan,MUSI RAWAS,None,n/a
2019,Sumatera Selatan,OGAN KOMERING ULU,None,n/a
2019,Sumatera Utara,ASAHAN,None,n/a
2019,Sumatera Utara,DAIRI,None,n/a
2019,Sumatera Utara,DELI SERDANG,None,n/a
2019,Sumatera Utara,HUMBANG HASUNDUTAN,None,n/a
2019,Sumatera Utara,KOTA PEMATANG SIANTAR,None,n/a
2019,Sumatera Utara,LANGKAT,None,n/a
2019,Sumatera Utara,SAMOSIR,None,n/a
2019,Jawa Timur,KOTA KEDIRI,Ban,2023
2020,Jawa Timur,KOTA KEDIRI,Ban,2023
2021,Jawa Timur,KOTA KEDIRI,Ban,2023
2022,Jawa Timur,KOTA KEDIRI,Ban,2023
2020,Jawa Tengah,KOTA SALATIGA,Fee,2022
2021,Jawa Tengah,KOTA SALATIGA,Fee,2022
2022,Jawa Tengah,KOTA SALATIGA,Ban,2022
2020,Jawa Timur,JOMBANG,Fee,2022
2021,Jawa Timur,JOMBANG,Fee,2022
2022,Jawa Timur,JOMBANG,Ban,2022
2020,Kepulauan Riau,KOTA TANJUNG PINANG,Fee,2022
2021,Kepulauan Riau,KOTA TANJUNG PINANG,Fee,2022
2022,Kepulauan Riau,KOTA TANJUNG PINANG,Ban,2022
2019,Jawa Timur,GRESIK,Ban,2021
2020,Jawa Timur,GRESIK,Ban,2021
2022,Jawa Timur,GRESIK,Ban,2021
2022,Aceh,ACEH BARAT,Fee,2020
